n, 5.689, 10, 51, 61, 39, 40
n, 6.058, 0, 72, 72, 29, 29
n, 5.259, 21, 102, 123, 23, 30
b, 5.991, 0, 246, 246, 43, 43
n, 15.226, 10, 123, 113, 44, 32
b, 12.781, 21, 31, 10, 25, 30
s, 3.194, 31, 174, 205, 38, 42
b, 8.21, 10, 82, 72, 42, 37
s, 6.374, 0, 184, 184, 32, 32
b, 7.459, 10, 133, 123, 21, 22
s, 9.093, 0, 164, 164, 31, 31
n, 11.559, 10, 92, 82, 28, 35
n, 14.159, 0, 123, 123, 29, 29
s, 8.779, 0, 236, 236, 24, 24
n, 8.858, 0, 143, 143, 24, 24
b, 14.91, 31, 92, 61, 30, 42
s, 20.011, 0, 174, 174, 42, 42
n, 4.445, 0, 215, 215, 24, 24
s, 14.876, 0, 164, 164, 39, 39
s, 11.845, 0, 61, 61, 41, 41
s, 4.425, 0, 102, 102, 43, 43
s, 5.826, 0, 102, 102, 24, 24
b, 3.86, 0, 10, 10, 29, 29
s, 32.845, 10, 61, 51, 30, 43
b, 23.084, 0, 92, 92, 36, 36
b, 6.693, 0, 10, 10, 21, 21
b, 24.293, 10, 143, 133, 35, 24
n, 6.806, 0, 236, 236, 22, 22
n, 12.524, 10, 133, 143, 38, 43
b, 4.392, 0, 102, 102, 28, 28
