n, 15.371, 0, 20, 20, 32, 32
b, 10.798, 0, 205, 205, 23, 23
s, 6.395, 0, 255, 255, 39, 39
s, 4.326, 0, 246, 246, 29, 29
b, 5.242, 0, 0, 0, 32, 32
s, 14.275, 0, 102, 102, 29, 29
s, 3.459, 9, 255, 246, 44, 42
n, 16.041, 10, 154, 164, 37, 21
s, 36.362, 10, 225, 215, 42, 30
b, 23.144, 0, 61, 61, 23, 23
s, 31.61, 0, 174, 174, 22, 22
n, 6.808, 11, 61, 72, 38, 20
b, 9.46, 71, 113, 184, 44, 21
n, 10.991, 0, 92, 92, 26, 26
s, 10.942, 0, 41, 41, 27, 27
s, 7.259, 0, 113, 113, 39, 39
s, 8.475, 10, 215, 205, 39, 42
s, 8.742, 0, 41, 41, 21, 21
n, 9.708, 10, 205, 215, 38, 23
n, 10.409, 0, 215, 215, 34, 34
n, 5.724, 10, 184, 174, 22, 26
b, 17.41, 0, 102, 102, 24, 24
n, 9.791, 0, 225, 225, 30, 30
b, 8.594, 0, 123, 123, 27, 27
b, 7.492, 0, 31, 31, 34, 34
n, 6.874, 0, 20, 20, 20, 20
b, 10.127, 0, 174, 174, 24, 24
b, 5.808, 0, 154, 154, 37, 37
n, 3.242, 0, 255, 255, 41, 41
b, 4.475, 0, 102, 102, 43, 43
