n, 0.007843138, 7.681
n, 0.011764706, 6.126
n, 0.019607844, 18.436
n, 0.011764706, 3.634
s, 0.0, 4.435
s, 0.0, 30.062
s, 0.015686275, 10.741
s, 0.0, 34.012
b, 0.0, 19.122
b, 0.0, 15.416
b, 0.0, 12.477
b, 0.0, 31.67
